Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
1950,4,14,5,-1.7,1.7,16.3,0,2.8,4.1,6.9,NaN,NaN,NaN
1950,4,15,1.1,-1.1,0,18,0,6.6,2.8,9.4,NaN,NaN,NaN
1950,4,16,4.4,-0.6,1.9,16.1,0,0,0,0,NaN,NaN,NaN
1950,4,17,2.2,-1.1,0.6,17.4,0,1.5,2,3.6,NaN,NaN,NaN
1950,4,18,7.8,-1.7,3.1,14.9,0,1,0,1,NaN,NaN,NaN
1950,4,19,0.6,-2.2,-0.8,18.8,0,0,27.4,27.4,NaN,NaN,NaN
1950,4,20,2.8,-3.3,-0.3,18.3,0,0,0,0,NaN,NaN,NaN
1950,4,21,10,-5,2.5,15.5,0,0,0,0,NaN,NaN,NaN
1950,4,22,10.6,-3.9,3.4,14.6,0,0,0,0,NaN,NaN,NaN
1950,4,23,5.6,-4.4,0.6,17.4,0,0,0,0,NaN,NaN,NaN
1950,4,24,6.7,0.6,3.7,14.3,0,8.9,0.5,9.4,NaN,NaN,NaN
1950,4,25,1.7,-0.6,0.6,17.4,0,0,0,0,NaN,NaN,NaN
1950,4,26,3.9,-0.6,1.7,16.3,0,0.3,0,0.3,NaN,NaN,NaN
1950,4,27,7.8,1.1,4.5,13.5,0,0,0,0,NaN,NaN,NaN
1950,4,28,7.8,0,3.9,14.1,0,0,0,0,NaN,NaN,NaN
1950,4,29,10,-0.6,4.7,13.3,0,2,0,2,NaN,NaN,NaN
1950,4,30,10.6,1.1,5.9,12.1,0,0,0,0,NaN,NaN,NaN
1950,5,1,7.2,0,3.6,14.4,0,0.5,0,0.5,NaN,NaN,NaN
1950,5,2,11.7,-1.1,5.3,12.7,0,2.3,2,4.3,NaN,NaN,NaN
1950,5,3,5.6,-0.6,2.5,15.5,0,4.6,0,4.6,NaN,NaN,NaN
1950,5,4,3.9,-0.6,1.7,16.3,0,0.5,1,1.5,NaN,NaN,NaN
1950,5,5,2.8,-4.4,-0.8,18.8,0,0,0,0,NaN,NaN,NaN
1950,5,6,8.9,-4.4,2.3,15.7,0,1.3,4.6,5.8,NaN,NaN,NaN
1950,5,7,14.4,0,7.2,10.8,0,0,0,0,NaN,NaN,NaN
1950,5,8,10,-1.7,4.2,13.8,0,0,0,0,NaN,NaN,NaN
1950,5,9,7.8,-2.8,2.5,15.5,0,0,0,0,NaN,NaN,NaN
1950,5,10,13.3,-0.6,6.4,11.6,0,0.3,0,0.3,NaN,NaN,NaN
1950,5,11,7.8,2.8,5.3,12.7,0,2,0,2,NaN,NaN,NaN
1950,5,12,13.9,1.7,7.8,10.2,0,0,0,0,NaN,NaN,NaN
1950,5,13,8.9,2.2,5.6,12.4,0,0,0,0,NaN,NaN,NaN
1950,5,14,7.2,1.1,4.2,13.8,0,24.4,0,24.4,NaN,NaN,NaN
1950,5,15,7.8,0,3.9,14.1,0,0,0,0,NaN,NaN,NaN
1950,5,16,6.1,2.2,4.2,13.8,0,0,0,0,NaN,NaN,NaN
1950,5,17,8.3,2.2,5.3,12.7,0,8.6,0,8.6,NaN,NaN,NaN
1950,5,18,6.7,2.2,4.5,13.5,0,1.5,0,1.5,NaN,NaN,NaN
1950,5,19,5,0,2.5,15.5,0,0.8,0,0.8,NaN,NaN,NaN
1950,5,20,1.1,-1.1,0,18,0,4.6,0,4.6,NaN,NaN,NaN
1950,5,21,1.7,-1.1,0.3,17.7,0,4.3,0.3,4.6,NaN,NaN,NaN
1950,5,22,1.1,-1.1,0,18,0,0,6.6,6.6,NaN,NaN,NaN
1950,5,23,3.3,-1.1,1.1,16.9,0,0,0.8,0.8,NaN,NaN,NaN
1950,5,24,10,-0.6,4.7,13.3,0,0,0,0,NaN,NaN,NaN
1950,5,25,6.1,0.6,3.4,14.6,0,1,0,1,NaN,NaN,NaN
1950,5,26,6.1,1.1,3.6,14.4,0,0.3,0,0.3,NaN,NaN,NaN
1950,5,27,6.7,2.8,4.8,13.2,0,1,0,1,NaN,NaN,NaN
1950,5,28,13.3,4.4,8.9,9.1,0,0,0,0,NaN,NaN,NaN
1950,5,29,16.1,3.9,10,8,0,0,0,0,NaN,NaN,NaN
1950,5,30,9.4,2.2,5.8,12.2,0,0,0,0,NaN,NaN,NaN
1950,5,31,12.8,0.6,6.7,11.3,0,0,0,0,NaN,NaN,NaN
1950,6,1,22.8,4.4,13.6,4.4,0,0,0,0,NaN,NaN,NaN
1950,6,2,18.9,5,12,6,0,0,0,0,NaN,NaN,NaN
1950,6,3,20.6,12.2,16.4,1.6,0,1.3,0,1.3,NaN,NaN,NaN
1950,6,4,15,10,12.5,5.5,0,2.5,0,2.5,NaN,NaN,NaN
1950,6,5,17.8,10,13.9,4.1,0,0,0,0,NaN,NaN,NaN
1950,6,6,20.6,5.6,13.1,4.9,0,0,0,0,NaN,NaN,NaN
1950,6,7,21.1,5.6,13.4,4.6,0,0,0,0,NaN,NaN,NaN
1950,6,8,20.6,6.7,13.7,4.3,0,0,0,0,NaN,NaN,NaN
1950,6,9,16.1,4.4,10.3,7.7,0,0,0,0,NaN,NaN,NaN
1950,6,10,15.6,2.8,9.2,8.8,0,0,0,0,NaN,NaN,NaN
1950,6,11,20.6,5.6,13.1,4.9,0,0,0,0,NaN,NaN,NaN
1950,6,12,23.3,8.3,15.8,2.2,0,3.6,0,3.6,NaN,NaN,NaN
1950,6,13,13.3,3.3,8.3,9.7,0,0,0,0,NaN,NaN,NaN
1950,6,14,20,5.6,12.8,5.2,0,0,0,0,NaN,NaN,NaN
1950,6,15,18.9,6.7,12.8,5.2,0,0,0,0,NaN,NaN,NaN
1950,6,16,23.3,6.1,14.7,3.3,0,0,0,0,NaN,NaN,NaN
1950,6,17,25,13.9,19.5,0,1.5,9.1,0,9.1,NaN,NaN,NaN
1950,6,18,16.1,12.2,14.2,3.8,0,4.6,0,4.6,NaN,NaN,NaN
1950,6,19,17.2,6.1,11.7,6.3,0,0,0,0,NaN,NaN,NaN
1950,6,20,19.4,7.2,13.3,4.7,0,0,0,0,NaN,NaN,NaN
1950,6,21,19.4,5.6,12.5,5.5,0,1.8,0,1.8,NaN,NaN,NaN
1950,6,22,16.1,6.7,11.4,6.6,0,1,0,1,NaN,NaN,NaN
1950,6,23,12.2,6.1,9.2,8.8,0,13.2,0,13.2,NaN,NaN,NaN
1950,6,24,10.6,4.4,7.5,10.5,0,0.3,0,0.3,NaN,NaN,NaN
1950,6,25,8.9,3.9,6.4,11.6,0,0,0,0,NaN,NaN,NaN
1950,6,26,7.2,3.9,5.6,12.4,0,0.5,0,0.5,NaN,NaN,NaN
1950,6,27,9.4,3.9,6.7,11.3,0,0,0,0,NaN,NaN,NaN
1950,6,28,10.6,-1.1,4.8,13.2,0,2.3,0,2.3,NaN,NaN,NaN
1950,6,29,15,3.9,9.5,8.5,0,1.8,0,1.8,NaN,NaN,NaN
1950,6,30,23.3,8.3,15.8,2.2,0,0,0,0,NaN,NaN,NaN
1950,7,1,23.9,12.2,18.1,0,0.1,0.5,0,0.5,NaN,NaN,NaN
1950,7,2,22.2,10.6,16.4,1.6,0,0,0,0,NaN,NaN,NaN
1950,7,3,24.4,11.7,18.1,0,0.1,0,0,0,NaN,NaN,NaN
1950,7,4,21.1,10,15.6,2.4,0,0,0,0,NaN,NaN,NaN
1950,7,5,15,7.8,11.4,6.6,0,0,0,0,NaN,NaN,NaN
1950,7,6,10,4.4,7.2,10.8,0,0,0,0,NaN,NaN,NaN
1950,7,7,12.2,5.6,8.9,9.1,0,19.6,0,19.6,NaN,NaN,NaN
1950,7,8,17.2,7.2,12.2,5.8,0,13,0,13,NaN,NaN,NaN
1950,7,9,10.6,6.7,8.7,9.3,0,0.3,0,0.3,NaN,NaN,NaN
1950,7,10,12.8,6.1,9.5,8.5,0,0.8,0,0.8,NaN,NaN,NaN
1950,7,11,23.3,8.3,15.8,2.2,0,0,0,0,NaN,NaN,NaN
1950,7,12,23.3,13.9,18.6,0,0.6,0,0,0,NaN,NaN,NaN
1950,7,13,23.9,13.3,18.6,0,0.6,0,0,0,NaN,NaN,NaN
1950,7,14,25.6,16.1,20.9,0,2.9,0,0,0,NaN,NaN,NaN
1950,7,15,26.7,15,20.9,0,2.9,0,0,0,NaN,NaN,NaN
1950,7,16,17.8,9.4,13.6,4.4,0,0,0,0,NaN,NaN,NaN
1950,7,17,19.4,8.3,13.9,4.1,0,0,0,0,NaN,NaN,NaN
1950,7,18,17.8,9.4,13.6,4.4,0,1,0,1,NaN,NaN,NaN
1950,7,19,21.1,12.8,17,1,0,0.5,0,0.5,NaN,NaN,NaN
1950,7,20,22.8,12.2,17.5,0.5,0,0,0,0,NaN,NaN,NaN
1950,7,21,21.7,10.6,16.2,1.8,0,0,0,0,NaN,NaN,NaN
1950,7,22,13.3,8.9,11.1,6.9,0,0.3,0,0.3,NaN,NaN,NaN
1950,7,23,14.4,7.8,11.1,6.9,0,0,0,0,NaN,NaN,NaN
1950,7,24,18.9,6.7,12.8,5.2,0,0,0,0,NaN,NaN,NaN
1950,7,25,20,10.6,15.3,2.7,0,0,0,0,NaN,NaN,NaN
1950,7,26,16.1,11.1,13.6,4.4,0,9.9,0,9.9,NaN,NaN,NaN
1950,7,27,19.4,10.6,15,3,0,0,0,0,NaN,NaN,NaN
1950,7,28,20.6,12.2,16.4,1.6,0,0,0,0,NaN,NaN,NaN
1950,7,29,16.7,11.1,13.9,4.1,0,0,0,0,NaN,NaN,NaN
1950,7,30,22.8,10,16.4,1.6,0,0,0,0,NaN,NaN,NaN
1950,7,31,25.6,11.1,18.4,0,0.4,0,0,0,NaN,NaN,NaN
1950,8,1,21.1,13.3,17.2,0.8,0,5.8,0,5.8,NaN,NaN,NaN
1950,8,2,20,11.7,15.9,2.1,0,0,0,0,NaN,NaN,NaN
1950,8,3,21.7,8.9,15.3,2.7,0,0.3,0,0.3,NaN,NaN,NaN
1950,8,4,18.9,11.7,15.3,2.7,0,0.3,0,0.3,NaN,NaN,NaN
1950,8,5,22.2,11.1,16.7,1.3,0,0.8,0,0.8,NaN,NaN,NaN
1950,8,6,12.8,8.3,10.6,7.4,0,2,0,2,NaN,NaN,NaN
1950,8,7,17.2,5.6,11.4,6.6,0,0,0,0,NaN,NaN,NaN
1950,8,8,20,7.2,13.6,4.4,0,0,0,0,NaN,NaN,NaN
1950,8,9,22.8,11.1,17,1,0,0,0,0,NaN,NaN,NaN
1950,8,10,25.6,12.8,19.2,0,1.2,0,0,0,NaN,NaN,NaN
1950,8,11,22.2,14.4,18.3,0,0.3,0,0,0,NaN,NaN,NaN
1950,8,12,23.3,13.9,18.6,0,0.6,0,0,0,NaN,NaN,NaN
1950,8,13,23.3,10.6,17,1,0,0,0,0,NaN,NaN,NaN
1950,8,14,19.4,11.7,15.6,2.4,0,0,0,0,NaN,NaN,NaN
1950,8,15,16.7,11.7,14.2,3.8,0,11.4,0,11.4,NaN,NaN,NaN
1950,8,16,20.6,12.2,16.4,1.6,0,0,0,0,NaN,NaN,NaN
1950,8,17,24.4,11.7,18.1,0,0.1,0,0,0,NaN,NaN,NaN
1950,8,18,23.9,12.2,18.1,0,0.1,0,0,0,NaN,NaN,NaN
1950,8,19,18.3,8.9,13.6,4.4,0,1.5,0,1.5,NaN,NaN,NaN
1950,8,20,17.2,7.8,12.5,5.5,0,0,0,0,NaN,NaN,NaN
1950,8,21,22.2,11.1,16.7,1.3,0,0.5,0,0.5,NaN,NaN,NaN
1950,8,22,24.4,13.9,19.2,0,1.2,0,0,0,NaN,NaN,NaN
1950,8,23,22.8,11.7,17.3,0.7,0,0,0,0,NaN,NaN,NaN
1950,8,24,20.6,11.7,16.2,1.8,0,0,0,0,NaN,NaN,NaN
1950,8,25,23.9,13.3,18.6,0,0.6,0,0,0,NaN,NaN,NaN
1950,8,26,24.4,13.3,18.9,0,0.9,31.2,0,31.2,NaN,NaN,NaN
1950,8,27,13.9,10,12,6,0,0,0,0,NaN,NaN,NaN
1950,8,28,20.6,10,15.3,2.7,0,0,0,0,NaN,NaN,NaN
1950,8,29,19.4,15,17.2,0.8,0,1.3,0,1.3,NaN,NaN,NaN
1950,8,30,12.2,8.9,10.6,7.4,0,5.1,0,5.1,NaN,NaN,NaN
1950,8,31,16.1,8.3,12.2,5.8,0,0,0,0,NaN,NaN,NaN
1950,9,1,16.7,9.4,13.1,4.9,0,14,0,14,NaN,NaN,NaN
1950,9,2,20,14.4,17.2,0.8,0,1,0,1,NaN,NaN,NaN
1950,9,3,12.2,6.1,9.2,8.8,0,0,0,0,NaN,NaN,NaN
1950,9,4,13.9,3.9,8.9,9.1,0,2,0,2,NaN,NaN,NaN
1950,9,5,13.3,7.2,10.3,7.7,0,0,0,0,NaN,NaN,NaN
1950,9,6,18.3,7.8,13.1,4.9,0,0,0,0,NaN,NaN,NaN
1950,9,7,20,8.9,14.5,3.5,0,0,0,0,NaN,NaN,NaN
1950,9,8,13.9,4.4,9.2,8.8,0,0,0,0,NaN,NaN,NaN
1950,9,9,18.9,2.8,10.9,7.1,0,0,0,0,NaN,NaN,NaN
1950,9,10,18.3,8.9,13.6,4.4,0,0,0,0,NaN,NaN,NaN
1950,9,11,11.7,5,8.4,9.6,0,0,0,0,NaN,NaN,NaN
1950,9,12,11.7,1.1,6.4,11.6,0,0,0,0,NaN,NaN,NaN
1950,9,13,13.3,4.4,8.9,9.1,0,0,0,0,NaN,NaN,NaN
1950,9,14,17.2,8.3,12.8,5.2,0,0,0,0,NaN,NaN,NaN
1950,9,15,18.3,8.3,13.3,4.7,0,0.8,0,0.8,NaN,NaN,NaN
1950,9,16,17.8,11.1,14.5,3.5,0,3.3,0,3.3,NaN,NaN,NaN
1950,9,17,15.6,11.7,13.7,4.3,0,0,0,0,NaN,NaN,NaN
1950,9,18,14.4,5.6,10,8,0,0,0,0,NaN,NaN,NaN
1950,9,19,16.7,5.6,11.2,6.8,0,5.1,0,5.1,NaN,NaN,NaN
1950,9,20,8.9,2.2,5.6,12.4,0,0,0,0,NaN,NaN,NaN
1950,9,21,12.8,1.1,7,11,0,12.7,0,12.7,NaN,NaN,NaN
1950,9,22,8.3,1.7,5,13,0,0,0,0,NaN,NaN,NaN
1950,9,23,16.1,-1.1,7.5,10.5,0,8.4,0,8.4,NaN,NaN,NaN
1950,9,24,19.4,11.1,15.3,2.7,0,6.1,0,6.1,NaN,NaN,NaN
1950,9,25,13.3,6.7,10,8,0,0,0,0,NaN,NaN,NaN
1950,9,26,13.3,3.3,8.3,9.7,0,0,0,0,NaN,NaN,NaN
1950,9,27,11.1,2.2,6.7,11.3,0,0,0,0,NaN,NaN,NaN
1950,9,28,14.4,5,9.7,8.3,0,0,0,0,NaN,NaN,NaN
1950,9,29,16.1,5.6,10.9,7.1,0,0,0,0,NaN,NaN,NaN
1950,9,30,12.2,8.9,10.6,7.4,0,0,0,0,NaN,NaN,NaN
1950,10,1,13.3,8.3,10.8,7.2,0,10.2,0,10.2,NaN,NaN,NaN
1950,10,2,13.3,4.4,8.9,9.1,0,0,0,0,NaN,NaN,NaN
1950,10,3,18.3,6.1,12.2,5.8,0,0,0,0,NaN,NaN,NaN
1950,10,4,20,11.1,15.6,2.4,0,68.3,0,68.3,NaN,NaN,NaN
1950,10,5,11.1,7.2,9.2,8.8,0,0.5,0,0.5,NaN,NaN,NaN
1950,10,6,13.9,3.3,8.6,9.4,0,0.3,0,0.3,NaN,NaN,NaN
1950,10,7,11.1,-0.6,5.3,12.7,0,0,0,0,NaN,NaN,NaN
1950,10,8,15,5,10,8,0,0,0,0,NaN,NaN,NaN
1950,10,9,16.1,8.9,12.5,5.5,0,6.9,0,6.9,NaN,NaN,NaN
1950,10,10,6.1,1.7,3.9,14.1,0,0.3,0,0.3,NaN,NaN,NaN
1950,10,11,8.3,-2.2,3.1,14.9,0,0,0,0,NaN,NaN,NaN
1950,10,12,13.3,1.1,7.2,10.8,0,10.7,0,10.7,NaN,NaN,NaN
1950,10,13,17.8,9.4,13.6,4.4,0,2.5,0,2.5,NaN,NaN,NaN
1950,10,14,17.8,10,13.9,4.1,0,0,0,0,NaN,NaN,NaN
1950,10,15,12.8,5.6,9.2,8.8,0,0,0,0,NaN,NaN,NaN
1950,10,16,6.7,-0.6,3.1,14.9,0,0.3,0,0.3,NaN,NaN,NaN
1950,10,17,7.2,-0.6,3.3,14.7,0,1.8,0,1.8,NaN,NaN,NaN
1950,10,18,10,0,5,13,0,2.5,0,2.5,NaN,NaN,NaN
1950,10,19,5.6,1.1,3.4,14.6,0,0,0,0,NaN,NaN,NaN
1950,10,20,13.3,-2.8,5.3,12.7,0,39.1,0,39.1,NaN,NaN,NaN
1950,10,21,6.7,3.3,5,13,0,0.5,0,0.5,NaN,NaN,NaN
1950,10,22,4.4,1.7,3.1,14.9,0,0,0,0,NaN,NaN,NaN
1950,10,23,5,-1.7,1.7,16.3,0,0,0,0,NaN,NaN,NaN
1950,10,24,2.2,-1.7,0.3,17.7,0,0,0.8,0.8,NaN,NaN,NaN
1950,10,25,5.6,-1.7,2,16,0,4.3,0,4.3,NaN,NaN,NaN
1950,10,26,8.9,1.7,5.3,12.7,0,3,0,3,NaN,NaN,NaN
1950,10,27,6.7,1.1,3.9,14.1,0,0.3,0,0.3,NaN,NaN,NaN
1950,10,28,4.4,-1.7,1.4,16.6,0,0,0,0,NaN,NaN,NaN
1950,10,29,7.8,0,3.9,14.1,0,0.3,0,0.3,NaN,NaN,NaN
1950,10,30,12.2,4.4,8.3,9.7,0,1.3,0,1.3,NaN,NaN,NaN
1950,10,31,5,2.8,3.9,14.1,0,63.8,0,63.8,NaN,NaN,NaN
